RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3147505,"This beach is to relax as its not so crowed like other beaches in phuket, I stayed in Novotel karon just few steps from the beach, There are lot of activities to do, parasailing, jet ski and you can also find lot of places to eat, beach do have lifeguard during day time. Sea can very rough during sunset so avoid going in night.",5, August 2019
3147507,"They served hot foods in to cold, Nothing other than raw spices, No taste, only uncooked spices occupies the major dishes, Everything served chill.",1, August 2019
3147509,Excellent food and service. Visited two chefs in Karon and kata. Quality food. Recommend the mixed grill.,5, August 2019
3147510,Good for families. not too much crowded. cleaning is not good as lot of plastic on the beach.kids enjoyed the sunset,5, August 2019
3147511,"This beach is very nice, sandy and clean You can also enjoy food and drinks of course against payment",5, June 2019
3147512,"my husband and 10 month baby need to shower after the beach swim. the sign outside the toilet were shower cost 20baht per head. she told that my husband and my baby can go in together and have the shower and so we pay 40baht. Less than 5 min i saw her go in this particular store and that is when my husband came out saying the water stop. so i ask the toilet attendant what is wrong with the water and to my surprised arrogantly she say its for 20baht for 3min. i paid 40 so must be 6min. no wonder she is wearing so much GOLD. When i ask her where is the 3min sign, she bring me in to the lady toilet and its written on the wall with fading marker.",2, July 2019
3147513,Warm sand and clean beach area.there are sits under umbrella to rent for 200 batts.we were there in July so it was slightly stormy all the time.the only irritating things was a lot of local passing by and trying to sell something.,5, July 2019
3147515,"A nice place with an alright beach (although waves are extremely strong). There are a few bars but not a lot so you will find yourself going to some several times. Not much nightlife, however the nearby Patong (which you can get a tuk tuk to for 400 baht) is the place to be after sundown (not for kids). On the subject of kids, this is more of an adult only destination with there not being much for kids other than what your hotel has to offer (if they offer anything at all) with the beach maybe being a bit rough for them.",3, August 2019
3147518,"Lovely beach, we stayed at Horizon Karon Beach Resort so just across the road. Lovely family friendly beach. Clean too.",4, August 2019
3147520,"Very good beach , clear water , they are people walking selling stuff but we get that everywhere anyways. Just across the road there is a lot of shops. They also have different activities such as paragliding, jetski.... you also have to pay 100 Thai baht for a sun bed .  I also got this henna done on the beach for 100 baht. Overall it's a nice beach with an amazing sun lol xxxx",5, August 2019
3147521,Finally decided to visit Phuket because of the beaches but at first glance we were pretty disappointed. Beaches themselves are nice - wide and with nice sand but unfortunately very dirty. They look much better in the afternoon (tide).,4, August 2019
3147522,So much to see. Locally and tours are well organised from local vendors who are not there to rip you off. Bars are well run and do not accept rowdy customers. Bar girls are there to make you welcome with a smile. The massage girls are genuine.,1, April 2019
3147524,Beautiful white sand at one end. The other was full of litter and plastic. However the sea is much too rough to swim in which was a shame.,2, August 2019
3147525,"Water was nice, sand was somewhat clean. The Coconuts at the restaurant were very tasty and cold. The waves were not too strong but fun",4, July 2019
3147527,"Very long quiet beach which is much quieter and less busy than Patong, you can do parascending from the beach by boat which looks terrifying.",5, August 2018
3147528,"This is the best beach in phuket. Very clean and less crowded. The sands are very soft and no much shells, alots small fishes swimming around the beach as well. You may enjoy all the water sports in Karon beach, and you just need to pay 100 bth to rent a beach chair with beach umbrella for one whole day. Very clean and good service. ️",5, July 2019
3147529,One of the most popular beaches at Phuket island - always packed with lots of tourist. Some places to eat and drink around - but the quality is not that high .,3, July 2019
